#	時間	取引種別	注文番号	数量	価格	決済逆指値(S/L)	決済指値(T/P)	損益	残高
1	2015.01.05 00:25	sell	1	1.00	0.95730	0.97750	0.00000	
2	2015.01.05 00:28	close	1	1.00	0.95580	0.97750	0.00000	112.16	10112.16
3	2015.01.05 22:02	buy	2	1.01	0.95123	0.93103	0.00000	
4	2015.01.05 22:15	buy	3	1.40	0.95093	0.93073	0.00000	
5	2015.01.05 23:46	close	2	1.01	0.95119	0.93103	0.00000	-3.03	10109.13
6	2015.01.05 23:46	close	3	1.40	0.95120	0.93073	0.00000	28.27	10137.40
7	2015.01.06 22:26	buy	4	1.02	0.95651	0.93631	0.00000	
8	2015.01.07 01:19	close	4	1.02	0.95660	0.93631	0.00000	7.39	10144.79
9	2015.01.12 00:00	sell	5	1.02	0.97319	0.99339	0.00000	
10	2015.01.12 00:09	sell	6	1.40	0.97369	0.99389	0.00000	
11	2015.01.12 02:15	close	5	1.02	0.97348	0.99339	0.00000	-22.12	10122.67
12	2015.01.12 02:15	close	6	1.40	0.97350	0.99389	0.00000	19.89	10142.56
13	2015.01.20 22:45	sell	7	1.02	0.98970	1.00990	0.00000	
14	2015.01.20 23:37	sell	8	1.40	0.99037	1.01057	0.00000	
15	2015.01.20 23:50	close	7	1.02	0.98907	1.00990	0.00000	48.05	10190.61
16	2015.01.20 23:50	close	8	1.40	0.98909	1.01057	0.00000	133.99	10324.60
17	2015.01.21 22:32	buy	9	1.03	0.99769	0.97749	0.00000	
18	2015.01.21 23:12	close	9	1.03	0.99918	0.97749	0.00000	114.78	10439.38
19	2015.01.22 22:00	buy	10	1.05	0.99673	0.97653	0.00000	
20	2015.01.22 22:03	buy	11	1.44	0.99643	0.97623	0.00000	
21	2015.01.23 00:45	close	10	1.05	0.99440	0.97653	0.00000	-182.43	10256.95
22	2015.01.23 00:45	close	11	1.44	0.99439	0.97623	0.00000	-218.95	10038.00
23	2015.01.26 00:09	buy	12	1.01	0.97887	0.95867	0.00000	
24	2015.01.26 00:46	close	12	1.01	0.98039	0.95867	0.00000	114.82	10152.82
25	2015.01.26 23:04	sell	13	1.02	0.98744	1.00764	0.00000	
26	2015.01.26 23:09	sell	14	1.40	0.98794	1.00814	0.00000	
27	2015.01.27 00:38	close	13	1.02	0.98744	1.00764	0.00000	-4.49	10148.32
28	2015.01.27 00:38	close	14	1.40	0.98745	1.00814	0.00000	45.12	10193.45
29	2015.01.28 22:35	buy	15	1.02	0.98974	0.96954	0.00000	
30	2015.01.29 00:26	close	15	1.02	0.98980	0.96954	0.00000	6.17	10199.62
31	2015.02.02 00:10	buy	16	1.02	0.98388	0.96368	0.00000	
32	2015.02.02 00:18	close	16	1.02	0.98538	0.96368	0.00000	114.43	10314.05
33	2015.02.02 22:54	buy	17	1.03	0.98141	0.96121	0.00000	
34	2015.02.03 01:05	close	17	1.03	0.98091	0.96121	0.00000	-37.98	10276.07
35	2015.02.04 22:00	sell	18	1.03	0.97753	0.99773	0.00000	
36	2015.02.04 22:46	close	18	1.03	0.97603	0.99773	0.00000	115.52	10391.59
37	2015.02.09 00:10	buy	19	1.04	0.97313	0.95293	0.00000	
38	2015.02.09 03:00	close	19	1.04	0.97100	0.95293	0.00000	-165.67	10225.92
39	2015.02.19 00:25	sell	20	1.03	0.97328	0.99348	0.00000	
40	2015.02.19 01:46	close	20	1.03	0.97260	0.99348	0.00000	52.37	10278.29
41	2015.02.23 00:10	sell	21	1.03	0.98301	1.00321	0.00000	
42	2015.02.23 02:57	close	21	1.03	0.98265	1.00321	0.00000	27.73	10306.02
43	2015.02.24 22:00	buy	22	1.03	0.97866	0.95846	0.00000	
44	2015.02.24 22:12	buy	23	1.42	0.97836	0.95816	0.00000	
45	2015.02.25 01:40	close	22	1.03	0.97798	0.95846	0.00000	-51.85	10254.16
46	2015.02.25 01:40	close	23	1.42	0.97799	0.95816	0.00000	-38.55	10215.61
47	2015.03.03 00:00	buy	24	1.02	0.97317	0.95297	0.00000	
48	2015.03.03 02:30	close	24	1.02	0.97342	0.95297	0.00000	19.07	10234.68
49	2015.03.05 22:00	sell	25	1.03	0.97235	0.99255	0.00000	
50	2015.03.05 23:44	close	25	1.03	0.97170	0.99255	0.00000	50.06	10284.74
51	2015.03.10 23:30	sell	26	1.03	0.96699	0.98719	0.00000	
52	2015.03.11 03:00	close	26	1.03	0.96855	0.98719	0.00000	-124.68	10160.06
53	2015.03.17 22:00	sell	27	1.02	0.97407	0.99427	0.00000	
54	2015.03.17 22:30	close	27	1.02	0.97321	0.99427	0.00000	65.59	10225.65
55	2015.03.23 00:20	sell	28	1.03	0.97859	0.99879	0.00000	
56	2015.03.23 02:09	close	28	1.03	0.97832	0.99879	0.00000	20.79	10246.44
57	2015.03.23 22:35	sell	29	1.03	0.98624	1.00644	0.00000	
58	2015.03.23 22:38	sell	30	1.41	0.98677	1.00697	0.00000	
59	2015.03.24 00:10	close	29	1.03	0.98600	1.00644	0.00000	13.94	10260.38
60	2015.03.24 00:10	close	30	1.41	0.98606	1.00697	0.00000	68.65	10329.03
61	2015.03.31 22:00	buy	31	1.04	0.96385	0.94365	0.00000	
62	2015.03.31 22:03	buy	32	1.43	0.96352	0.94332	0.00000	
63	2015.03.31 23:00	close	31	1.04	0.96453	0.94365	0.00000	52.90	10381.93
64	2015.03.31 23:00	close	32	1.43	0.96454	0.94332	0.00000	109.09	10491.02
65	2015.04.02 00:10	buy	33	1.05	0.95860	0.93840	0.00000	
66	2015.04.02 00:36	close	33	1.05	0.95921	0.93840	0.00000	47.90	10538.92
67	2015.04.06 22:10	buy	34	1.06	0.94968	0.92948	0.00000	
68	2015.04.06 22:16	buy	35	1.46	0.94938	0.92918	0.00000	
69	2015.04.07 00:32	close	34	1.06	0.94867	0.92948	0.00000	-79.52	10459.40
70	2015.04.07 00:32	close	35	1.46	0.94870	0.92918	0.00000	-73.49	10385.91
71	2015.04.09 00:10	buy	36	1.04	0.96322	0.94302	0.00000	
72	2015.04.09 00:35	close	36	1.04	0.96411	0.94302	0.00000	69.23	10455.14
73	2015.04.13 00:10	buy	37	1.05	0.96461	0.94441	0.00000	
74	2015.04.13 00:21	buy	38	1.44	0.96391	0.94371	0.00000	
75	2015.04.13 03:00	close	37	1.05	0.96363	0.94441	0.00000	-76.96	10378.18
76	2015.04.13 03:00	close	38	1.44	0.96364	0.94371	0.00000	-29.08	10349.10
77	2015.04.15 01:46	buy	39	1.04	0.95087	0.93067	0.00000	
78	2015.04.15 03:00	close	39	1.04	0.95040	0.93067	0.00000	-36.56	10312.54
79	2015.04.20 00:00	sell	40	1.03	0.95531	0.97551	0.00000	
80	2015.04.20 00:46	close	40	1.03	0.95377	0.97551	0.00000	118.61	10431.15
81	2015.04.21 22:41	buy	41	1.05	0.94645	0.92625	0.00000	
82	2015.04.21 23:40	close	41	1.05	0.94696	0.92625	0.00000	40.05	10471.20
83	2015.04.22 22:29	buy	42	1.05	0.94954	0.92934	0.00000	
84	2015.04.22 22:43	buy	43	1.45	0.94923	0.92903	0.00000	
