#,time,type,order_num,lot,price,s/l,t/p,profit,sum
11,2015.01.12 02:15,close,5,1.02,0.97348,0.99339,0,-22.12,10122.67
12,2015.01.12 02:15,close,6,1.4,0.9735,0.99389,0,19.89,10142.56
13,2015.01.20 22:45,sell,7,1.02,0.9897,1.0099,0,0,10142.56
14,2015.01.20 23:37,sell,8,1.4,0.99037,1.01057,0,0,10142.56
15,2015.01.20 23:50,close,7,1.02,0.98907,1.0099,0,48.05,10190.61
16,2015.01.20 23:50,close,8,1.4,0.98909,1.01057,0,133.99,10324.6
17,2015.01.21 22:32,buy,9,1.03,0.99769,0.97749,0,0,10324.6
18,2015.01.21 23:12,close,9,1.03,0.99918,0.97749,0,114.78,10439.38
19,2015.01.22 22:00,buy,10,1.05,0.99673,0.97653,0,0,10439.38
20,2015.01.22 22:03,buy,11,1.44,0.99643,0.97623,0,0,10439.38
21,2015.01.23 00:45,close,10,1.05,0.9944,0.97653,0,-182.43,10256.95
22,2015.01.23 00:45,close,11,1.44,0.99439,0.97623,0,-218.95,10038
23,2015.01.26 00:09,buy,12,1.01,0.97887,0.95867,0,0,10038
24,2015.01.26 00:46,close,12,1.01,0.98039,0.95867,0,114.82,10152.82
25,2015.01.26 23:04,sell,13,1.02,0.98744,1.00764,0,0,10152.82
26,2015.01.26 23:09,sell,14,1.4,0.98794,1.00814,0,0,10152.82
27,2015.01.27 00:38,close,13,1.02,0.98744,1.00764,0,-4.49,10148.33
28,2015.01.27 00:38,close,14,1.4,0.98745,1.00814,0,45.12,10193.45
29,2015.01.28 22:35,buy,15,1.02,0.98974,0.96954,0,0,10193.45
30,2015.01.29 00:26,close,15,1.02,0.9898,0.96954,0,6.17,10199.62
31,2015.02.02 00:10,buy,16,1.02,0.98388,0.96368,0,0,10199.62
32,2015.02.02 00:18,close,16,1.02,0.98538,0.96368,0,114.43,10314.05
33,2015.02.02 22:54,buy,17,1.03,0.98141,0.96121,0,0,10314.05
34,2015.02.03 01:05,close,17,1.03,0.98091,0.96121,0,-37.98,10276.07
35,2015.02.04 22:00,sell,18,1.03,0.97753,0.99773,0,0,10276.07
36,2015.02.04 22:46,close,18,1.03,0.97603,0.99773,0,115.52,10391.59
37,2015.02.09 00:10,buy,19,1.04,0.97313,0.95293,0,0,10391.59
38,2015.02.09 03:00,close,19,1.04,0.971,0.95293,0,-165.67,10225.92
39,2015.02.19 00:25,sell,20,1.03,0.97328,0.99348,0,0,10225.92
40,2015.02.19 01:46,close,20,1.03,0.9726,0.99348,0,52.37,10278.29
41,2015.02.23 00:10,sell,21,1.03,0.98301,1.00321,0,0,10278.29
42,2015.02.23 02:57,close,21,1.03,0.98265,1.00321,0,27.73,10306.02
43,2015.02.24 22:00,buy,22,1.03,0.97866,0.95846,0,0,10306.02
44,2015.02.24 22:12,buy,23,1.42,0.97836,0.95816,0,0,10306.02
45,2015.02.25 01:40,close,22,1.03,0.97798,0.95846,0,-51.85,10254.17
46,2015.02.25 01:40,close,23,1.42,0.97799,0.95816,0,-38.55,10215.62
47,2015.03.03 00:00,buy,24,1.02,0.97317,0.95297,0,0,10215.62
48,2015.03.03 02:30,close,24,1.02,0.97342,0.95297,0,19.07,10234.69
49,2015.03.05 22:00,sell,25,1.03,0.97235,0.99255,0,0,10234.69
50,2015.03.05 23:44,close,25,1.03,0.9717,0.99255,0,50.06,10284.75
51,2015.03.10 23:30,sell,26,1.03,0.96699,0.98719,0,0,10284.75
52,2015.03.11 03:00,close,26,1.03,0.96855,0.98719,0,-124.68,10160.07
53,2015.03.17 22:00,sell,27,1.02,0.97407,0.99427,0,0,10160.07
54,2015.03.17 22:30,close,27,1.02,0.97321,0.99427,0,65.59,10225.66
55,2015.03.23 00:20,sell,28,1.03,0.97859,0.99879,0,0,10225.66
56,2015.03.23 02:09,close,28,1.03,0.97832,0.99879,0,20.79,10246.45
57,2015.03.23 22:35,sell,29,1.03,0.98624,1.00644,0,0,10246.45
58,2015.03.23 22:38,sell,30,1.41,0.98677,1.00697,0,0,10246.45
59,2015.03.24 00:10,close,29,1.03,0.986,1.00644,0,13.94,10260.39
60,2015.03.24 00:10,close,30,1.41,0.98606,1.00697,0,68.65,10329.04
61,2015.03.31 22:00,buy,31,1.04,0.96385,0.94365,0,0,10329.04
62,2015.03.31 22:03,buy,32,1.43,0.96352,0.94332,0,0,10329.04
63,2015.03.31 23:00,close,31,1.04,0.96453,0.94365,0,52.9,10381.94
64,2015.03.31 23:00,close,32,1.43,0.96454,0.94332,0,109.09,10491.03
65,2015.04.02 00:10,buy,33,1.05,0.9586,0.9384,0,0,10491.03
66,2015.04.02 00:36,close,33,1.05,0.95921,0.9384,0,47.9,10538.93
67,2015.04.06 22:10,buy,34,1.06,0.94968,0.92948,0,0,10538.93
68,2015.04.06 22:16,buy,35,1.46,0.94938,0.92918,0,0,10538.93
69,2015.04.07 00:32,close,34,1.06,0.94867,0.92948,0,-79.52,10459.41
70,2015.04.07 00:32,close,35,1.46,0.9487,0.92918,0,-73.49,10385.92
71,2015.04.09 00:10,buy,36,1.04,0.96322,0.94302,0,0,10385.92
72,2015.04.09 00:35,close,36,1.04,0.96411,0.94302,0,69.23,10455.15
73,2015.04.13 00:10,buy,37,1.05,0.96461,0.94441,0,0,10455.15
74,2015.04.13 00:21,buy,38,1.44,0.96391,0.94371,0,0,10455.15
75,2015.04.13 03:00,close,37,1.05,0.96363,0.94441,0,-76.96,10378.19
76,2015.04.13 03:00,close,38,1.44,0.96364,0.94371,0,-29.08,10349.11
77,2015.04.15 01:46,buy,39,1.04,0.95087,0.93067,0,0,10349.11
78,2015.04.15 03:00,close,39,1.04,0.9504,0.93067,0,-36.56,10312.55
79,2015.04.20 00:00,sell,40,1.03,0.95531,0.97551,0,0,10312.55
80,2015.04.20 00:46,close,40,1.03,0.95377,0.97551,0,118.61,10431.16
81,2015.04.21 22:41,buy,41,1.05,0.94645,0.92625,0,0,10431.16
82,2015.04.21 23:40,close,41,1.05,0.94696,0.92625,0,40.05,10471.21
83,2015.04.22 22:29,buy,42,1.05,0.94954,0.92934,0,0,10471.21
84,2015.04.22 22:43,buy,43,1.45,0.94923,0.92903,0,0,10471.21
85,2015.04.23 00:20,close,42,1.05,0.94939,0.92934,0,-10.13,10461.08
86,2015.04.23 00:20,close,43,1.45,0.94938,0.92903,0,18.53,10479.61
87,2015.04.28 01:35,buy,44,1.05,0.94811,0.92791,0,0,10479.61
88,2015.04.28 01:50,close,44,1.05,0.94921,0.92791,0,86.38,10565.99
89,2015.04.29 23:55,buy,45,1.06,0.96225,0.94205,0,0,10565.99
90,2015.04.29 23:59,buy,46,1.46,0.96195,0.94175,0,0,10565.99
91,2015.04.30 02:26,close,45,1.06,0.9613,0.94205,0,-73.65,10492.34
92,2015.04.30 02:26,close,46,1.46,0.96131,0.94175,0,-67.6,10424.74
93,2015.04.30 22:07,sell,47,1.04,0.95701,0.97721,0,0,10424.74
94,2015.04.30 22:13,sell,48,1.44,0.95751,0.97771,0,0,10424.74
95,2015.04.30 22:45,close,47,1.04,0.95562,0.97721,0,108.09,10532.83
96,2015.04.30 22:45,close,48,1.44,0.95559,0.97771,0,206.74,10739.57
97,2015.05.04 22:14,buy,49,1.08,0.94888,0.92868,0,0,10739.57
98,2015.05.04 22:17,buy,50,1.48,0.94858,0.92838,0,0,10739.57
99,2015.05.05 01:25,close,49,1.08,0.94778,0.92868,0,-88.29,10651.28
100,2015.05.05 01:25,close,50,1.48,0.9478,0.92838,0,-85.56,10565.72
101,2015.05.07 22:56,buy,51,1.06,0.95779,0.93759,0,0,10565.72
102,2015.05.07 23:02,buy,52,1.46,0.95749,0.93729,0,0,10565.72
103,2015.05.07 23:35,close,51,1.06,0.9588,0.93759,0,80.07,10645.79
104,2015.05.07 23:35,close,52,1.46,0.95879,0.93729,0,141.95,10787.74
105,2015.05.11 23:35,buy,53,1.08,0.95476,0.93456,0,0,10787.74
106,2015.05.11 23:39,buy,54,1.49,0.95445,0.93425,0,0,10787.74
107,2015.05.12 00:50,close,53,1.08,0.955,0.93456,0,19.94,10807.68
108,2015.05.12 00:50,close,54,1.49,0.95503,0.93425,0,65.41,10873.09
109,2015.06.01 00:05,buy,55,1.09,0.95,0.9298,0,0,10873.09
110,2015.06.01 00:15,close,55,1.09,0.95152,0.9298,0,123.91,10997
111,2015.06.08 00:00,buy,56,1.1,0.94704,0.92684,0,0,10997
112,2015.06.08 00:10,close,56,1.1,0.94857,0.92684,0,125.88,11122.88
113,2015.06.08 00:10,buy,57,1.11,0.94873,0.92853,0,0,11122.88
114,2015.06.08 00:14,buy,58,1.53,0.94797,0.92777,0,0,11122.88
115,2015.06.08 02:16,close,57,1.11,0.94902,0.92853,0,24.07,11146.95
116,2015.06.08 02:16,close,58,1.53,0.94903,0.92777,0,121.3,11268.25
117,2015.06.09 22:25,sell,59,1.13,0.94835,0.96855,0,0,11268.25
118,2015.06.09 23:29,close,59,1.13,0.94779,0.96855,0,47.32,11315.57
119,2015.06.11 00:00,buy,60,1.13,0.94949,0.92929,0,0,11315.57
120,2015.06.11 00:03,buy,61,1.53,0.94679,0.92659,0,0,11315.57
121,2015.06.11 03:00,close,60,1.13,0.94871,0.92929,0,-65.92,11249.65
122,2015.06.11 03:00,close,61,1.53,0.94869,0.92659,0,217.41,11467.06
123,2015.06.16 23:50,buy,62,1.15,0.95229,0.93209,0,0,11467.06
124,2015.06.17 01:14,close,62,1.15,0.95277,0.93209,0,41.88,11508.94
125,2015.06.17 22:00,sell,63,1.15,0.94852,0.96872,0,0,11508.94
126,2015.06.17 22:14,sell,64,1.59,0.94903,0.96923,0,0,11508.94
127,2015.06.17 22:57,close,63,1.15,0.94695,0.96872,0,135.01,11643.95
128,2015.06.17 22:57,close,64,1.59,0.94694,0.96923,0,248.48,11892.43
129,2015.06.18 01:50,buy,65,1.19,0.94474,0.92454,0,0,11892.43
130,2015.06.18 01:57,close,65,1.19,0.94624,0.92454,0,133.5,12025.93
131,2015.06.24 23:59,buy,66,1.21,0.95383,0.93363,0,0,12025.93
132,2015.06.25 01:15,close,66,1.21,0.95417,0.93363,0,32.66,12058.59
133,2015.06.25 22:00,buy,67,1.21,0.9538,0.9336,0,0,12058.59
134,2015.06.26 00:30,close,67,1.21,0.95375,0.9336,0,-3.89,12054.7
135,2015.06.29 00:00,buy,68,1.21,0.9401,0.9199,0,0,12054.7
136,2015.06.29 00:08,buy,69,1.67,0.93979,0.91959,0,0,12054.7
137,2015.06.29 01:20,close,68,1.21,0.94129,0.9199,0,107.69,12162.39
138,2015.06.29 01:20,close,69,1.67,0.94126,0.91959,0,183.6,12345.99
139,2015.07.06 00:05,buy,70,1.24,0.94198,0.92178,0,0,12345.99
140,2015.07.06 01:00,buy,71,1.7,0.94159,0.92139,0,0,12345.99
141,2015.07.06 01:28,close,70,1.24,0.94349,0.92178,0,140.03,12486.02
142,2015.07.06 01:28,close,71,1.7,0.94347,0.92139,0,239.02,12725.04
143,2015.07.20 00:41,buy,72,1.28,0.95665,0.93645,0,0,12725.04
144,2015.07.20 01:54,close,72,1.28,0.95728,0.93645,0,60.31,12785.35
145,2015.07.21 00:00,buy,73,1.28,0.95744,0.93724,0,0,12785.35
146,2015.07.21 00:26,close,73,1.28,0.95816,0.93724,0,68.93,12854.28
147,2015.07.21 22:36,buy,74,1.29,0.96153,0.94133,0,0,12854.28
148,2015.07.21 22:45,buy,75,1.78,0.96122,0.94102,0,0,12854.28
149,2015.07.22 00:25,close,74,1.29,0.96126,0.94133,0,-25.38,12828.9
150,2015.07.22 00:25,close,75,1.78,0.96125,0.94102,0,4.92,12833.82
151,2015.07.27 23:32,buy,76,1.29,0.94784,0.92764,0,0,12833.82
152,2015.07.27 23:35,buy,77,1.77,0.94749,0.92729,0,0,12833.82
153,2015.07.28 01:15,close,76,1.29,0.9478,0.92764,0,-3.19,12830.63
154,2015.07.28 01:15,close,77,1.77,0.94782,0.92729,0,44.6,12875.23
155,2015.07.29 00:20,sell,78,1.29,0.94907,0.96927,0,0,12875.23
156,2015.07.29 00:23,sell,79,1.78,0.94957,0.96977,0,0,12875.23
157,2015.07.29 03:00,close,78,1.29,0.95005,0.96927,0,-94.53,12780.7
158,2015.07.29 03:00,close,79,1.78,0.95006,0.96977,0,-65.22,12715.48
159,2015.08.03 22:41,sell,80,1.27,0.95661,0.97681,0,0,12715.48
160,2015.08.03 22:53,sell,81,1.75,0.95711,0.97731,0,0,12715.48
161,2015.08.04 00:41,close,80,1.27,0.95746,0.97681,0,-86.32,12629.16
162,2015.08.04 00:41,close,81,1.75,0.95748,0.97731,0,-56.12,12573.04
163,2015.08.06 22:00,buy,82,1.26,0.96291,0.94271,0,0,12573.04
164,2015.08.06 22:18,close,82,1.26,0.9639,0.94271,0,93.29,12666.33
165,2015.08.10 00:00,sell,83,1.27,0.97206,0.99226,0,0,12666.33
166,2015.08.10 00:09,sell,84,1.75,0.97256,0.99276,0,0,12666.33
167,2015.08.10 02:59,close,83,1.27,0.97286,0.99226,0,-75.97,12590.36
168,2015.08.10 02:59,close,84,1.75,0.97284,0.99276,0,-36.64,12553.72
169,2015.08.10 22:00,buy,85,1.26,0.96312,0.94292,0,0,12553.72
170,2015.08.10 23:25,close,85,1.26,0.96382,0.94292,0,65.96,12619.68
171,2015.08.17 23:50,buy,86,1.26,0.96444,0.94424,0,0,12619.68
172,2015.08.17 23:59,buy,87,1.74,0.96412,0.94392,0,0,12619.68
173,2015.08.18 01:10,close,86,1.26,0.96465,0.94424,0,20.44,12640.12
174,2015.08.18 01:10,close,87,1.74,0.96464,0.94392,0,68.58,12708.7
175,2015.08.24 01:50,buy,88,1.27,0.96064,0.94044,0,0,12708.7
176,2015.08.24 01:53,buy,89,1.74,0.95907,0.93887,0,0,12708.7
177,2015.08.24 03:00,close,88,1.27,0.95867,0.94044,0,-187.11,12521.59
178,2015.08.24 03:00,close,89,1.74,0.95869,0.93887,0,-49.45,12472.14
179,2015.08.25 22:02,buy,90,1.25,0.95332,0.93312,0,0,12472.14
180,2015.08.25 22:49,buy,91,1.71,0.95173,0.93153,0,0,12472.14
181,2015.08.26 00:42,close,90,1.25,0.95214,0.93312,0,-109.67,12362.47
182,2015.08.26 00:42,close,91,1.71,0.9522,0.93153,0,60.99,12423.46
183,2015.08.26 22:11,sell,92,1.24,0.94832,0.96852,0,0,12423.46
184,2015.08.26 22:51,sell,93,1.71,0.94884,0.96904,0,0,12423.46
185,2015.08.26 23:15,close,92,1.24,0.94668,0.96852,0,152.06,12575.52
186,2015.08.26 23:15,close,93,1.71,0.94662,0.96904,0,283.86,12859.38
187,2015.08.31 23:09,buy,94,1.29,0.93588,0.91568,0,0,12859.38
188,2015.08.31 23:12,buy,95,1.77,0.93508,0.91488,0,0,12859.38
189,2015.09.01 02:00,close,94,1.29,0.93479,0.91568,0,-104.49,12754.89
190,2015.09.01 02:00,close,95,1.77,0.93482,0.91488,0,-33.5,12721.39
191,2015.09.03 01:25,sell,96,1.27,0.93511,0.95531,0,0,12721.39
192,2015.09.03 02:53,close,96,1.27,0.93458,0.95531,0,50.33,12771.72
193,2015.09.09 00:00,buy,97,1.28,0.9264,0.9062,0,0,12771.72
194,2015.09.09 01:00,close,97,1.28,0.92725,0.9062,0,81.37,12853.09
195,2015.09.09 01:55,sell,98,1.29,0.92882,0.94902,0,0,12853.09
196,2015.09.09 03:00,close,98,1.29,0.9288,0.94902,0,1.92,12855.01
197,2015.09.15 22:20,sell,99,1.29,0.94567,0.96587,0,0,12855.01
198,2015.09.15 22:26,sell,100,1.77,0.94618,0.96638,0,0,12855.01
199,2015.09.16 00:10,close,99,1.29,0.9455,0.96587,0,10.72,12865.73
200,2015.09.16 00:10,close,100,1.77,0.94554,0.96638,0,76.9,12942.63
201,2015.09.17 22:00,sell,101,1.3,0.9499,0.9701,0,0,12942.63
202,2015.09.17 22:08,close,101,1.3,0.94838,0.9701,0,147.75,13090.38
203,2015.09.23 01:30,buy,102,1.31,0.9387,0.9185,0,0,13090.38
204,2015.09.23 02:15,close,102,1.31,0.93937,0.9185,0,65.65,13156.03
205,2015.09.29 01:45,buy,103,1.32,0.93422,0.91402,0,0,13156.03
206,2015.09.29 02:10,close,103,1.32,0.93477,0.91402,0,54.29,13210.32
207,2015.09.29 22:00,buy,104,1.32,0.93723,0.91703,0,0,13210.32
208,2015.09.29 22:44,close,104,1.32,0.93813,0.91703,0,88.85,13299.17
209,2015.09.30 22:00,buy,105,1.33,0.93621,0.91601,0,0,13299.17
210,2015.09.30 22:04,buy,106,1.83,0.9356,0.9154,0,0,13299.17
211,2015.10.01 00:58,close,105,1.33,0.93542,0.91601,0,-76.5,13222.67
212,2015.10.01 00:58,close,106,1.83,0.93544,0.9154,0,-19.04,13203.63
213,2015.10.01 01:43,buy,107,1.32,0.9323,0.9121,0,0,13203.63
214,2015.10.01 02:33,close,107,1.32,0.93381,0.9121,0,149.07,13352.7
215,2015.10.06 22:40,sell,108,1.34,0.93485,0.95505,0,0,13352.7
216,2015.10.06 23:40,close,108,1.34,0.93387,0.95505,0,98.19,13450.89
217,2015.10.14 00:25,buy,109,1.35,0.94292,0.92272,0,0,13450.89
218,2015.10.14 00:28,buy,110,1.85,0.94241,0.92221,0,0,13450.89
219,2015.10.14 03:00,close,109,1.35,0.93996,0.92272,0,-298.86,13152.03
220,2015.10.14 03:00,close,110,1.85,0.93995,0.92221,0,-340.37,12811.66
221,2015.10.14 22:19,sell,111,1.28,0.94459,0.96479,0,0,12811.66
222,2015.10.15 00:36,close,111,1.28,0.94393,0.96479,0,46.25,12857.91
223,2015.10.15 22:30,buy,112,1.29,0.94119,0.92099,0,0,12857.91
224,2015.10.15 23:10,close,112,1.29,0.94199,0.92099,0,77.18,12935.09
225,2015.10.19 00:05,buy,113,1.3,0.93646,0.91626,0,0,12935.09
226,2015.10.19 00:38,close,113,1.3,0.93796,0.91626,0,145.84,13080.93
227,2015.10.22 23:55,buy,114,1.31,0.94347,0.92327,0,0,13080.93
228,2015.10.23 00:45,close,114,1.31,0.94412,0.92327,0,64.36,13145.29
229,2015.10.27 00:08,buy,115,1.32,0.95226,0.93206,0,0,13145.29
230,2015.10.27 01:05,close,115,1.32,0.95328,0.93206,0,100.7,13245.99
231,2015.10.27 23:35,buy,116,1.33,0.9529,0.9327,0,0,13245.99
232,2015.10.27 23:59,close,116,1.33,0.9543,0.9327,0,139.26,13385.25
233,2015.11.02 00:10,buy,117,1.34,0.9311,0.9109,0,0,13385.25
234,2015.11.02 00:13,buy,118,1.85,0.93057,0.91037,0,0,13385.25
235,2015.11.02 01:43,close,117,1.34,0.93241,0.9109,0,131.29,13516.54
236,2015.11.02 01:43,close,118,1.85,0.9324,0.91037,0,253.2,13769.74
237,2015.11.02 23:30,sell,119,1.38,0.93603,0.95623,0,0,13769.74
238,2015.11.03 00:32,close,119,1.38,0.93561,0.95623,0,37.26,13807
239,2015.11.03 01:47,sell,120,1.38,0.9373,0.9575,0,0,13807
240,2015.11.03 03:00,close,120,1.38,0.93797,0.9575,0,-69.13,13737.87
241,2015.11.04 23:55,buy,121,1.38,0.93993,0.91973,0,0,13737.87
242,2015.11.04 23:58,buy,122,1.9,0.93962,0.91942,0,0,13737.87
243,2015.11.05 02:30,close,121,1.38,0.93902,0.91973,0,-91.76,13646.11
244,2015.11.05 02:30,close,122,1.9,0.93904,0.91942,0,-79.45,13566.66
245,2015.11.10 23:35,sell,123,1.36,0.93309,0.95329,0,0,13566.66
246,2015.11.11 01:50,sell,124,1.86,0.9345,0.9547,0,0,13566.66
247,2015.11.11 03:00,close,123,1.36,0.93502,0.95329,0,-202.25,13364.41
248,2015.11.11 03:00,close,124,1.86,0.93503,0.9547,0,-73.71,13290.7
249,2015.11.16 01:20,buy,125,1.33,0.94584,0.92564,0,0,13290.7
250,2015.11.16 02:10,close,125,1.33,0.94701,0.92564,0,116.38,13407.08
251,2015.11.18 00:03,buy,126,1.34,0.94654,0.92634,0,0,13407.08
252,2015.11.18 01:11,close,126,1.34,0.94708,0.92634,0,54.12,13461.2
253,2015.11.24 23:05,sell,127,1.35,0.96422,0.98442,0,0,13461.2
254,2015.11.24 23:13,sell,128,1.86,0.96472,0.98492,0,0,13461.2
255,2015.11.25 01:30,close,127,1.35,0.96544,0.98442,0,-129.1,13332.1
256,2015.11.25 01:30,close,128,1.86,0.96543,0.98492,0,-106.94,13225.16
257,2015.11.30 01:30,buy,129,1.33,0.96024,0.94004,0,0,13225.16
258,2015.11.30 01:33,buy,130,1.83,0.95992,0.93972,0,0,13225.16
259,2015.11.30 03:00,close,129,1.33,0.96015,0.94004,0,-8.96,13216.2
260,2015.11.30 03:00,close,130,1.83,0.96014,0.93972,0,30.11,13246.31
261,2015.12.01 00:35,buy,131,1.33,0.9641,0.9439,0,0,13246.31
262,2015.12.01 01:35,close,131,1.33,0.96479,0.9439,0,68.63,13314.94
263,2015.12.01 22:00,sell,132,1.33,0.98088,1.00108,0,0,13314.94
264,2015.12.01 22:33,close,132,1.33,0.97983,1.00108,0,104.43,13419.37
265,2015.12.02 00:00,buy,133,1.34,0.97798,0.95778,0,0,13419.37
266,2015.12.02 00:06,buy,134,1.85,0.97766,0.95746,0,0,13419.37
267,2015.12.02 01:20,close,133,1.34,0.97871,0.95778,0,73.16,13492.53
268,2015.12.02 01:20,close,134,1.85,0.9787,0.95746,0,143.9,13636.43
269,2015.12.09 00:10,sell,135,1.37,0.9804,1.0006,0,0,13636.43
270,2015.12.09 00:13,sell,136,1.88,0.9809,1.0011,0,0,13636.43
271,2015.12.09 01:37,close,135,1.37,0.98022,1.0006,0,18.44,13654.87
272,2015.12.09 01:37,close,136,1.88,0.98018,1.0011,0,101.21,13756.08
273,2015.12.09 22:15,sell,137,1.38,0.98205,1.00225,0,0,13756.08
274,2015.12.09 22:55,close,137,1.38,0.9808,1.00225,0,128.98,13885.06
